ancho_cm,largo_m,peso_g_m2,proveedor,cubre_cierre,talla_prenda,prendas_totales
150,144.2,160,C,1,1,180
140,102.0,160,C,0,1,137
140,144.4,90,C,0,1,172
140,83.0,90,C,0,1,113
160,109.0,90,C,0,1,148
160,28.0,110,C,0,1,89
120,70.1,160,C,0,1,97
140,78.3,280,C,0,1,108
150,22.8,200,C,1,1,69
140,74.5,320,C,1,1,96
150,122.2,160,C,0,1,151
150,63.2,130,C,1,1,100
140,93.5,110,C,1,1,126
140,33.3,240,C,0,1,74
160,104.7,280,C,1,1,149
160,97.0,160,C,0,1,142
150,72.0,240,C,0,1,113
120,103.8,160,C,1,1,140
150,68.2,130,C,0,1,97
150,113.0,160,C,0,1,146
140,24.1,160,C,0,1,62
120,132.9,240,C,0,1,146
150,51.5,110,C,0,1,91
150,126.7,160,C,0,1,161
160,82.6,130,C,0,1,125
150,107.9,280,C,0,1,142
120,64.6,160,C,0,1,96
150,118.4,160,C,0,1,146
140,72.2,160,C,1,1,119
140,47.8,160,C,0,1,80
160,75.9,160,C,0,1,119
150,100.4,110,C,0,1,133
150,25.8,280,C,0,1,67
150,148.0,160,C,0,1,181
140,111.9,160,C,0,1,131
120,70.1,160,C,1,1,116
140,137.3,110,C,1,1,178
140,58.7,160,C,1,1,98
140,134.7,160,C,1,1,158
160,68.4,280,C,0,1,113
150,57.1,200,C,0,1,103
120,90.1,160,C,0,1,110
140,111.2,130,C,0,1,150
150,112.3,160,C,1,1,146
140,98.0,160,C,1,1,130
140,99.3,200,C,0,1,128
140,28.2,240,C,1,1,69
150,75.5,200,C,0,1,114
120,96.7,110,C,0,1,142
120,128.8,90,C,0,1,160
150,73.2,160,C,0,1,118
160,30.2,200,C,0,1,75
140,86.5,320,C,0,1,114
160,131.8,200,C,0,1,169
160,138.0,130,C,1,1,173
150,126.8,160,C,0,1,153
150,135.6,130,C,0,1,158
150,90.1,160,C,1,1,129
140,96.1,240,C,1,1,123
150,39.6,200,C,0,1,76
140,147.7,200,C,0,1,178
120,42.0,160,C,1,1,83
160,61.1,90,C,1,1,104
140,57.5,90,C,0,1,90
120,72.0,240,C,0,1,101
140,82.8,110,C,0,1,124
150,128.6,200,C,0,1,162
160,142.6,160,C,0,1,178
120,57.0,280,C,0,1,87
140,147.5,110,C,0,1,166
160,52.1,130,C,1,1,106
150,130.9,240,C,0,1,152
160,32.8,160,C,0,1,74
140,40.4,280,C,0,1,77
140,68.4,160,C,1,1,107
140,43.8,110,C,1,1,94
120,64.3,110,C,1,1,100
140,122.9,160,C,0,1,148
140,84.7,200,C,0,1,116
120,43.1,130,C,0,1,74
140,52.7,130,C,1,1,89
150,142.9,130,C,0,1,172
150,114.1,110,C,1,1,153
140,113.8,130,C,0,1,151
120,66.6,200,C,0,1,102
120,146.0,110,C,0,1,165
140,124.6,240,C,1,1,158
140,149.9,110,C,1,1,182
150,147.3,200,C,1,1,191
150,72.3,240,C,0,1,114
120,47.5,90,C,0,1,78
140,102.4,110,C,0,1,145
140,147.1,160,C,0,1,174
120,77.3,90,C,0,1,99
120,95.9,130,C,0,1,118
140,112.0,90,C,0,1,147
140,94.5,280,C,0,1,133
150,84.5,200,C,0,1,119
120,63.1,160,C,1,1,94
140,105.8,200,C,1,1,130
140,86.7,130,C,0,1,131
120,109.5,200,C,0,1,135
140,24.7,130,C,0,1,68
140,107.1,320,C,0,1,127
150,116.8,90,C,0,1,162
120,31.6,200,C,1,1,70
120,30.2,240,C,1,1,76
140,74.2,130,C,0,1,118
160,93.3,200,C,0,1,129
150,89.7,90,C,0,1,129
140,36.3,200,C,0,1,77
150,130.5,200,C,0,1,159
140,141.9,160,C,1,1,171
120,20.1,90,C,0,1,57
160,51.5,200,C,1,1,101
150,24.1,90,C,0,1,69
160,95.3,90,C,1,1,144
120,42.8,280,C,0,1,77
150,75.0,280,C,1,1,115
150,60.1,240,C,0,1,95
140,147.7,110,C,1,1,173
150,73.2,200,C,1,1,107
140,102.6,160,C,0,1,140
140,84.3,160,C,0,1,124
150,121.3,200,C,1,1,161
140,133.3,200,C,0,1,167
150,51.6,110,C,0,1,98
120,54.1,160,C,0,1,83
140,46.9,240,C,1,1,90
160,149.5,160,C,0,1,198
120,39.0,200,C,0,1,75
160,103.9,110,C,0,1,142
150,74.9,240,C,0,1,122
140,66.7,160,C,0,1,97
160,97.3,200,C,0,1,135
140,22.0,200,C,0,1,65
150,134.7,110,C,1,1,169
150,44.0,90,C,0,1,78
160,99.2,110,C,0,1,131
140,79.3,240,C,1,1,111
150,26.4,160,C,0,1,74
160,148.7,160,C,0,1,173
150,114.0,130,C,1,1,164
160,20.8,110,C,0,1,77
140,73.7,200,C,0,1,108
140,102.6,160,C,0,1,139
140,83.3,90,C,1,1,128
150,67.0,110,C,0,1,114
140,128.0,200,C,1,1,156
160,48.8,320,C,0,1,93
140,23.0,130,C,1,1,68
140,139.0,160,C,0,1,163
150,55.9,200,C,0,1,102
150,79.9,280,C,0,1,105
150,33.1,200,C,1,1,85
150,139.6,320,C,0,1,171
150,130.3,200,C,0,1,159
160,26.4,90,C,0,1,76
150,106.0,160,C,1,1,134
150,68.8,320,C,0,1,112
150,136.7,130,C,1,1,170
140,126.0,160,C,1,1,156
150,86.2,130,C,0,1,129
160,139.4,200,C,0,1,174
120,37.1,160,C,0,1,66
150,39.1,200,C,0,1,79
160,90.8,160,C,0,1,130
150,28.2,200,C,1,1,75
140,120.6,160,C,0,1,162
140,110.4,110,C,1,1,145
140,106.1,160,C,1,1,141
140,145.6,200,C,1,1,172
140,123.9,130,C,0,1,141
140,90.5,280,C,0,1,115
140,47.9,200,C,0,1,78
150,148.4,110,C,1,1,184
140,93.1,110,C,0,1,118
120,137.4,130,C,0,1,160
160,65.6,160,C,1,1,117
140,56.3,240,C,1,1,98
140,37.3,160,C,0,1,91
140,71.5,240,C,0,1,106
160,72.2,200,C,1,1,124
120,105.0,280,C,1,1,125
120,88.1,110,C,0,1,115
120,40.9,90,C,0,1,76
150,30.5,130,C,0,1,77
120,76.9,110,C,1,1,112
120,93.1,90,C,0,1,129
120,115.8,240,C,1,1,142
150,60.2,160,C,1,1,111
140,57.1,320,C,0,1,96
140,128.0,200,C,1,1,163
160,75.8,280,C,0,1,118
140,49.8,110,C,1,1,101
150,67.3,200,C,0,1,102
140,90.6,240,C,1,1,125
150,120.2,200,C,0,1,158
150,46.2,160,C,0,1,82
140,149.5,130,C,0,1,163
120,111.8,110,C,1,1,144
140,85.6,110,C,0,1,123
150,48.8,90,C,0,1,96
150,20.4,280,C,1,1,67
160,46.2,160,C,0,1,98
160,43.1,160,C,1,1,85
150,50.2,200,C,0,1,88
120,62.9,160,C,1,1,99
160,36.3,200,C,0,1,78
150,76.3,110,C,0,1,128
160,31.1,200,C,0,1,79
140,106.2,160,C,0,1,139
120,83.5,200,C,0,1,98
150,24.0,90,C,1,1,79
140,88.7,280,C,1,1,129
150,121.0,200,C,1,1,166
150,62.7,130,C,0,1,107
140,103.4,160,C,0,1,143
160,132.5,160,C,0,1,175
120,120.3,200,C,0,1,143
140,77.7,110,C,0,1,108
150,40.7,200,C,0,1,78
150,42.6,160,C,0,1,89
140,29.4,160,C,0,1,65
160,94.2,110,C,0,1,134
140,54.3,160,C,0,1,95
120,133.3,130,C,1,1,162
120,145.7,160,C,0,1,158
150,76.4,110,C,0,1,117
160,72.4,160,C,0,1,125
150,97.8,90,C,1,1,147
150,81.5,130,C,1,1,126
160,143.2,200,C,0,1,175
150,93.5,110,C,0,1,142
150,56.3,130,C,1,1,103
140,123.3,200,C,0,1,148
160,98.2,160,C,1,1,145
140,47.9,160,C,1,1,95
120,101.9,160,C,0,1,125
140,56.2,160,C,1,1,87
140,33.2,160,C,0,1,74
160,142.2,130,C,0,1,176
140,138.3,130,C,1,1,178
120,147.7,160,C,0,1,167
150,64.9,240,C,0,1,114
150,74.0,160,C,1,1,113
120,29.4,280,C,1,1,60
150,37.8,200,C,0,1,87
160,98.5,280,C,1,1,147
120,61.7,200,C,0,1,88
160,79.6,110,C,0,1,126
160,98.4,280,C,0,1,144
140,24.7,130,C,1,1,64
160,25.6,280,C,0,1,72
150,47.0,130,C,0,1,94
150,94.2,160,C,0,1,129
140,144.4,160,C,0,1,168
140,132.9,200,C,1,1,171
150,132.2,130,C,0,1,171
150,67.3,130,C,0,1,112
150,132.6,240,C,0,1,177
120,128.4,110,C,0,1,136
120,111.2,160,C,1,1,135
120,109.6,200,C,0,1,122
140,36.2,200,C,0,1,86
120,99.3,130,C,0,1,113
160,97.9,160,C,0,1,140
150,123.9,240,C,1,1,155
140,26.3,110,C,0,1,70
140,75.3,130,C,0,1,116
140,24.4,160,C,0,1,68
150,84.2,130,C,0,1,122
160,52.7,160,C,1,1,103
140,60.5,130,C,0,1,98
140,53.8,280,C,1,1,90
120,21.2,280,C,0,1,52
140,67.2,200,C,0,1,113
150,36.8,130,C,0,1,74
150,83.0,200,C,1,1,116
140,107.3,240,C,0,1,130
150,48.4,90,C,0,1,87
150,74.9,200,C,1,1,109
120,115.6,160,C,0,1,139
160,101.6,160,C,0,1,141
140,20.8,240,C,0,1,57
120,69.5,130,C,0,1,88
160,127.1,160,C,1,1,171
150,117.4,110,C,0,1,150
150,56.5,160,C,0,1,104
140,99.1,160,C,0,1,124
150,73.2,130,C,1,1,117
120,50.6,280,C,0,1,72
140,130.9,130,C,1,1,160
140,58.5,130,C,0,1,95
140,136.7,240,C,0,1,162
150,62.4,200,C,0,1,104
120,20.9,160,C,0,1,55
150,142.8,110,C,0,1,164
150,143.4,240,C,0,1,156
150,81.3,240,C,0,1,124
150,67.9,160,C,0,1,108
120,77.4,240,C,0,1,103
140,107.8,130,C,0,1,138
150,105.3,110,C,0,1,144
150,75.2,200,C,0,1,111
160,111.8,320,C,0,1,148
150,97.2,280,C,0,1,123
160,49.6,200,C,0,1,87
160,97.9,130,C,1,1,137
140,126.2,240,C,0,1,160
140,109.3,90,C,0,1,129
120,50.9,280,C,0,1,74
150,79.9,240,C,1,1,117
140,64.9,240,C,0,1,105
150,83.4,200,C,1,1,127
140,84.3,130,C,0,1,120
150,75.2,110,C,0,1,104
150,80.5,160,C,0,1,128
160,128.5,280,C,0,1,162
140,52.2,160,C,0,1,94
160,51.4,110,C,0,1,99
140,47.1,130,C,0,1,85
150,66.4,200,C,0,1,105
150,60.4,280,C,1,1,100
120,114.1,160,C,0,1,143
120,134.0,110,C,0,1,148
140,20.8,160,C,0,1,65
150,42.4,130,C,0,1,85
140,121.9,110,C,0,1,159
150,119.4,110,C,0,1,142
140,130.5,240,C,0,1,154
150,70.5,130,C,0,1,109
160,148.0,240,C,0,1,178
160,141.0,200,C,1,1,174
140,57.6,240,C,0,1,96
140,54.7,110,C,0,1,95
150,84.4,110,C,1,1,116
120,112.9,110,C,1,1,143
150,101.3,160,C,0,1,139
160,141.7,110,C,0,2,170
150,88.5,280,C,1,2,120
150,93.4,280,C,0,2,115
140,75.1,200,C,0,2,87
140,130.6,130,C,1,2,158
140,76.0,240,C,0,2,101
150,40.7,130,C,1,2,82
140,135.9,280,C,1,2,149
150,69.9,90,C,0,2,116
140,116.8,130,C,1,2,137
120,57.9,130,C,0,2,85
120,88.2,160,C,1,2,113
140,91.1,110,C,0,2,113
140,132.6,160,C,0,2,155
140,40.5,90,C,0,2,82
150,88.2,160,C,0,2,129
160,53.5,200,C,0,2,89
140,28.9,110,C,0,2,70
120,35.7,200,C,0,2,63
120,61.6,110,C,0,2,92
140,62.1,160,C,0,2,103
120,55.8,130,C,1,2,90
120,140.4,200,C,0,2,143
140,139.5,90,C,1,2,171
120,139.7,280,C,0,2,144
160,62.2,110,C,0,2,103
150,100.1,160,C,0,2,129
150,100.9,280,C,1,2,142
160,51.0,160,C,1,2,96
160,62.4,160,C,0,2,105
160,61.4,240,C,0,2,96
160,49.1,160,C,0,2,92
120,63.2,160,C,0,2,89
150,139.0,90,C,0,2,165
140,115.0,240,C,1,2,149
140,70.8,130,C,1,2,105
150,100.9,240,C,0,2,124
160,59.1,200,C,1,2,100
140,148.3,200,C,1,2,168
150,115.9,110,C,0,2,141
150,115.1,130,C,1,2,142
140,144.0,200,C,0,2,165
140,130.2,90,C,0,2,148
150,129.2,160,C,1,2,153
140,53.3,320,C,1,2,83
150,144.2,130,C,1,2,173
120,66.0,240,C,0,2,81
140,65.5,90,C,0,2,108
160,38.5,160,C,1,2,81
150,71.5,160,C,0,2,94
150,53.0,160,C,0,2,83
140,75.9,200,C,0,2,111
140,50.2,200,C,1,2,85
150,120.2,90,C,0,2,161
140,67.1,160,C,0,2,96
140,146.9,110,C,1,2,174
150,121.1,130,C,0,2,147
150,90.4,130,C,1,2,121
140,130.5,110,C,1,2,148
140,36.2,130,C,0,2,85
140,57.3,200,C,1,2,90
140,22.1,160,C,0,2,58
150,46.9,200,C,0,2,86
150,76.9,130,C,1,2,111
140,81.3,160,C,1,2,111
150,136.4,110,C,1,2,163
140,143.7,160,C,1,2,170
150,28.5,110,C,1,2,69
140,123.7,200,C,0,2,147
160,50.8,130,C,1,2,98
120,33.5,160,C,0,2,65
120,116.1,90,C,0,2,124
150,90.2,110,C,0,2,122
150,103.8,130,C,1,2,134
160,133.2,160,C,1,2,166
140,122.3,240,C,1,2,148
140,147.0,200,C,0,2,163
140,123.8,90,C,1,2,149
140,42.0,160,C,0,2,86
120,85.3,130,C,1,2,106
140,36.4,130,C,0,2,70
140,32.6,130,C,0,2,69
160,113.4,200,C,0,2,134
120,107.8,200,C,0,2,119
140,83.6,160,C,0,2,109
140,33.6,200,C,0,2,82
150,32.3,280,C,0,2,64
120,20.9,160,C,1,2,55
140,130.3,200,C,1,2,151
160,28.3,280,C,0,2,74
140,124.7,160,C,1,2,148
150,66.2,110,C,1,2,110
120,70.0,160,C,0,2,100
160,86.0,130,C,0,2,127
140,69.8,130,C,0,2,101
160,109.3,90,C,0,2,149
150,112.5,200,C,0,2,152
160,56.4,130,C,0,2,95
160,134.4,160,C,1,2,166
160,132.4,240,C,0,2,165
140,62.8,240,C,0,2,96
120,98.5,130,C,0,2,118
150,98.5,240,C,0,2,119
150,21.7,200,C,0,2,61
140,29.7,130,C,0,2,67
140,79.5,160,C,1,2,108
150,93.7,160,C,1,2,131
140,47.7,240,C,0,2,86
140,24.4,130,C,1,2,60
140,55.9,130,C,1,2,97
140,75.1,240,C,0,2,92
160,133.9,110,C,1,2,173
120,147.7,160,C,0,2,157
140,96.7,90,C,1,2,136
140,26.1,90,C,0,2,63
140,22.2,110,C,0,2,62
140,53.4,130,C,1,2,90
120,33.4,280,C,0,2,53
140,30.0,160,C,0,2,71
150,78.5,90,C,0,2,112
140,148.1,280,C,0,2,165
140,118.9,90,C,1,2,134
140,74.4,160,C,0,2,107
160,104.0,160,C,0,2,140
150,135.6,130,C,0,2,163
150,119.2,200,C,0,2,150
150,98.0,160,C,1,2,119
140,133.1,280,C,1,2,156
120,46.3,130,C,0,2,78
160,131.5,130,C,1,2,160
140,96.3,90,C,0,2,140
140,136.8,160,C,0,2,151
160,53.9,160,C,0,2,100
150,22.5,160,C,0,2,73
140,101.5,200,C,1,2,128
120,31.3,160,C,0,2,69
120,36.0,130,C,0,2,74
150,38.7,130,C,1,2,92
140,80.0,160,C,0,2,103
140,24.0,110,C,0,2,65
140,146.7,130,C,0,2,173
160,43.8,130,C,0,2,92
140,35.1,200,C,1,2,79
120,63.8,130,C,1,2,88
150,25.4,110,C,0,2,75
150,97.8,130,C,0,2,128
160,134.1,160,C,1,2,164
150,24.1,90,C,1,2,72
140,68.1,90,C,0,2,106
150,132.3,160,C,1,2,158
140,130.4,130,C,0,2,159
150,77.8,200,C,0,2,109
160,113.3,200,C,0,2,147
150,131.9,280,C,0,2,156
140,42.9,160,C,0,2,76
150,93.4,200,C,0,2,118
140,76.4,110,C,0,2,113
150,115.4,160,C,0,2,148
150,133.2,200,C,0,2,158
140,105.5,90,C,1,2,139
120,98.2,200,C,0,2,123
150,134.5,200,C,1,2,163
120,27.4,160,C,1,2,57
150,52.6,200,C,0,2,89
140,145.7,240,C,0,2,155
120,148.4,280,C,1,2,159
150,50.2,200,C,0,2,82
140,109.8,130,C,0,2,125
120,51.8,160,C,1,2,82
140,49.7,160,C,1,2,82
140,146.7,160,C,1,2,168
150,128.3,160,C,0,2,147
140,132.3,130,C,1,2,159
120,76.3,130,C,0,2,103
140,46.7,130,C,0,2,84
160,39.1,240,C,0,2,88
120,121.2,200,C,0,2,128
150,147.0,200,C,1,2,170
140,84.1,130,C,0,2,116
150,109.4,130,C,0,2,144
140,57.3,320,C,0,2,80
140,78.3,90,C,1,2,98
160,96.6,200,C,0,2,124
150,80.4,130,C,0,2,112
150,53.3,200,C,0,2,99
150,135.2,200,C,0,2,153
140,117.6,90,C,0,2,140
140,144.1,160,C,0,2,167
150,65.3,280,C,0,2,114
160,38.7,110,C,1,2,94
140,122.4,280,C,1,2,154
160,98.8,160,C,0,2,127
160,47.0,240,C,0,2,79
120,132.5,160,C,1,2,150
160,132.4,130,C,0,2,163
150,71.5,130,C,1,2,116
120,150.0,280,C,0,2,165
140,52.2,130,C,1,2,82
150,57.7,160,C,0,2,95
140,130.6,200,C,1,2,152
160,53.7,160,C,0,2,92
150,60.6,90,C,1,2,95
150,63.3,110,C,0,2,92
150,63.0,110,C,0,2,97
140,94.7,110,C,0,2,113
140,117.3,200,C,1,2,135
140,26.2,200,C,0,2,69
120,39.9,160,C,0,2,66
120,43.0,240,C,0,2,74
120,30.1,240,C,1,2,54
140,108.8,200,C,1,2,132
140,23.3,280,C,0,2,66
120,123.5,240,C,0,2,141
120,69.0,240,C,0,2,92
140,64.4,200,C,0,2,96
140,106.9,130,C,0,2,127
140,149.3,90,C,1,2,174
140,52.0,130,C,0,2,78
140,20.8,110,C,0,2,71
140,67.2,200,C,0,2,97
150,78.0,160,C,0,2,102
120,88.9,110,C,0,2,111
140,27.3,90,C,0,2,61
150,85.0,320,C,0,2,115
120,118.7,110,C,0,2,141
160,122.7,200,C,1,2,149
160,92.0,160,C,0,2,123
140,125.9,160,C,1,2,143
160,85.9,110,C,1,2,128
150,110.9,200,C,0,2,141
140,28.9,240,C,0,2,70
160,126.3,110,C,1,2,164
140,143.9,200,C,0,2,159
150,57.2,110,C,0,2,105
150,133.9,240,C,1,2,155
160,91.3,200,C,0,2,119
150,147.0,240,C,1,2,167
140,136.9,110,C,0,2,152
120,48.1,240,C,1,2,71
140,116.3,130,C,0,2,133
160,109.0,200,C,0,2,139
160,66.0,130,C,1,2,121
140,112.6,200,C,1,2,131
140,38.7,90,C,0,2,72
140,85.7,160,C,1,2,110
150,111.0,90,C,0,2,146
140,48.2,110,C,0,2,83
150,76.2,240,C,0,2,121
160,91.1,110,C,0,2,125
120,75.5,280,C,0,2,95
140,29.2,160,C,0,2,69
140,73.2,130,C,1,2,102
120,80.2,110,C,1,2,108
140,56.5,160,C,0,2,90
140,30.6,160,C,0,2,73
160,60.1,240,C,0,2,104
150,41.4,160,C,0,2,94
150,103.1,160,C,0,2,151
140,127.3,130,C,1,2,150
140,130.9,130,C,0,2,150
150,101.7,200,C,0,2,134
150,86.7,110,C,1,2,122
140,126.4,280,C,0,2,151
140,86.7,160,C,0,2,113
140,28.6,240,C,0,2,65
150,32.1,200,C,1,2,72
140,40.9,240,C,1,2,83
160,32.1,200,C,1,2,77
150,83.3,130,C,0,2,112
120,133.9,160,C,1,2,151
140,89.6,130,C,0,2,119
120,46.0,110,C,0,2,77
120,74.8,240,C,1,2,100
140,63.6,160,C,1,2,97
140,97.7,200,C,1,2,130
140,128.4,110,C,1,2,156
150,90.3,240,C,0,2,120
160,45.4,160,C,0,2,82
150,95.3,160,C,0,2,133
120,116.3,200,C,0,2,140
150,123.2,130,C,0,2,152
120,96.6,240,C,0,2,106
150,135.2,130,C,1,2,153
140,100.0,160,C,0,2,125
120,62.4,130,C,0,2,91
150,114.4,200,C,0,2,129
160,111.1,280,C,0,2,138
140,133.1,240,C,0,2,157
150,85.0,130,C,0,2,131
150,39.3,160,C,0,2,73
150,135.5,110,C,0,2,164
140,132.9,280,C,0,2,155
150,74.7,110,C,0,2,109
150,60.5,160,C,0,2,91
140,63.4,90,C,1,2,97
120,21.2,110,C,0,2,49
160,84.1,160,C,1,2,116
150,142.4,130,C,1,2,163
120,114.3,90,C,0,2,129
140,37.8,320,C,0,2,72
150,117.2,200,C,0,2,133
150,85.3,160,C,0,2,111
140,85.2,160,C,1,2,120
140,29.3,130,C,1,2,80
140,91.3,160,C,1,2,121
150,62.2,280,C,0,2,108
140,60.1,240,C,1,2,102
120,78.0,90,C,1,2,97
120,118.4,160,C,1,2,143
120,102.7,130,C,0,2,128
160,51.6,160,C,1,2,105
120,141.3,90,C,0,2,165
150,70.9,200,C,0,2,116
140,93.8,200,C,0,2,120
140,67.6,130,C,0,2,96
120,76.6,110,C,0,2,106
120,131.0,160,C,1,2,150
140,123.8,280,C,0,2,135
150,134.7,110,C,0,2,163
140,40.4,240,C,0,2,68
160,80.8,200,C,0,2,122
140,100.4,90,C,0,2,127
140,120.4,130,C,1,2,140
140,64.6,240,C,0,2,106
140,98.4,200,C,0,2,126
140,47.4,280,C,0,2,77
150,61.6,110,C,0,2,105
150,57.5,280,C,0,2,82
120,90.1,280,C,0,2,110
150,115.3,110,C,0,2,141
140,24.9,130,C,0,2,67
120,94.1,160,C,1,2,114
150,110.1,90,C,1,2,157
120,88.2,130,C,0,2,107
140,45.8,130,C,1,2,83
150,122.4,130,C,0,2,154
150,95.9,160,C,1,2,132
120,89.1,160,C,0,2,109
140,89.4,110,C,0,2,125
140,54.7,130,C,0,2,80
160,29.2,130,C,1,2,67
120,148.2,240,C,0,2,159
140,37.0,280,C,1,2,72
150,144.0,200,C,0,2,165
150,44.4,240,C,0,2,69
140,99.4,130,C,0,2,120
150,80.3,200,C,1,2,124
150,43.6,110,C,1,2,86
150,119.5,110,C,1,2,142
150,28.1,130,C,1,2,73
140,68.5,90,C,1,2,103
160,51.6,110,C,0,2,88
160,61.5,160,C,1,2,102
160,123.6,130,C,1,2,160
150,61.3,160,C,0,2,103
120,143.0,90,C,0,2,152
140,131.2,160,C,0,2,152
160,60.4,200,C,1,2,92
160,149.5,160,C,0,2,179
140,46.9,200,C,0,2,90
150,107.1,110,C,1,2,137
160,24.0,130,C,0,2,69
150,140.6,110,C,1,2,170
140,68.1,160,C,1,2,105
140,148.7,200,C,1,2,173
150,77.6,130,C,0,2,105
150,93.5,160,C,0,2,130
160,99.5,200,C,1,2,136
140,71.2,110,C,1,2,110
150,26.1,130,C,0,2,68
160,99.9,110,C,1,2,151
150,143.8,240,C,1,2,174
150,63.7,130,C,1,2,97
140,80.4,130,C,1,2,118
140,142.0,200,C,0,2,159
140,36.7,130,C,1,2,62
120,95.0,160,C,1,2,123
140,95.7,240,C,0,2,134
120,26.1,200,C,0,2,64
120,94.7,130,C,1,2,120
140,44.6,200,C,0,2,76
140,41.3,280,C,0,2,81
140,134.7,130,C,1,2,159
160,93.0,200,C,0,2,132
140,70.6,130,C,0,2,102
160,138.6,320,C,1,2,157
120,106.0,240,C,0,2,132
160,102.9,130,C,0,2,130
150,36.0,130,C,0,2,81
150,52.5,110,C,0,2,95
140,56.4,280,C,1,2,90
120,107.1,130,C,0,2,132
140,62.5,240,C,0,2,98
120,143.8,130,C,0,2,165
140,59.8,280,C,0,2,92
150,68.5,90,C,0,2,118
120,20.7,130,C,0,2,52
140,142.6,90,C,1,2,158
160,103.7,160,C,1,2,124
140,90.1,90,C,0,2,119
140,55.8,240,C,0,2,100
150,90.1,130,C,0,2,122
140,72.0,200,C,1,2,109
140,93.0,200,C,1,2,123
150,99.3,200,C,1,2,134
150,141.1,240,C,0,2,164
160,23.5,160,C,0,2,67
140,36.0,110,C,0,2,77
140,120.4,130,C,0,2,138
140,118.7,320,C,1,2,147
140,147.9,160,C,1,2,168
120,110.7,90,C,1,2,135
150,102.8,160,C,1,2,136
160,80.7,280,C,0,2,119
140,138.5,130,C,0,2,163
150,83.5,200,C,0,2,121
150,128.6,160,C,1,2,154
150,62.5,160,C,0,2,97
140,124.3,130,C,0,2,138
120,129.1,110,C,0,2,136
150,119.3,130,C,0,2,152
160,102.6,130,C,0,2,134
140,87.8,200,C,0,2,121
150,49.5,160,C,1,2,84
140,62.2,110,C,0,2,97
140,45.1,320,C,0,2,80
160,27.3,130,C,0,2,69
120,116.1,160,C,0,2,128
160,103.5,200,C,0,2,138
140,118.2,130,C,0,2,147
160,117.1,130,C,0,2,142
140,116.5,160,C,0,2,131
160,61.4,90,C,0,2,102
140,99.6,90,C,0,2,124
140,38.1,160,C,0,2,71
140,146.0,280,C,0,2,167
120,73.6,240,C,0,2,97
160,71.7,160,C,0,2,108
140,29.3,160,C,0,2,67
160,82.8,240,C,1,2,123
140,126.7,90,C,0,2,149
150,82.7,130,C,0,2,127
140,74.3,160,C,0,2,99
150,44.1,90,C,1,2,95
160,90.7,110,C,1,2,130
160,67.0,320,C,0,2,107
160,142.5,160,C,1,2,167
120,145.1,240,C,0,2,152
120,71.4,130,C,1,2,82
120,92.1,110,C,1,2,117
150,111.8,240,C,0,2,128
140,47.7,130,C,0,2,87
150,33.4,130,C,1,2,76
150,69.3,280,C,1,2,104
120,65.2,200,C,0,2,97
140,42.1,130,C,0,2,72
150,145.8,240,C,0,2,168
140,21.1,130,C,0,2,61
140,110.3,110,C,0,2,129
140,116.1,130,C,0,2,136
140,27.3,160,C,0,2,64
140,49.0,160,C,0,2,83
140,124.6,160,C,0,2,151
140,25.2,160,C,1,2,81
160,49.7,200,C,0,2,90
120,120.6,130,C,0,2,145
160,114.4,240,C,1,2,149
120,121.0,110,C,0,2,134
150,24.4,160,C,1,2,69
150,140.2,280,C,0,2,154
150,39.5,160,C,0,2,78
150,48.1,110,C,0,2,95
120,73.3,200,C,0,2,95
140,96.9,160,C,0,2,124
140,116.0,160,C,0,2,145
140,141.9,90,C,0,2,159
120,76.2,200,C,0,2,96
150,54.4,200,C,0,2,91
160,106.6,200,C,1,2,138
140,30.2,240,C,0,2,68
160,142.1,200,C,0,2,168
150,120.2,240,C,1,2,148
150,119.0,240,C,0,2,154
140,105.3,240,C,1,2,136
160,74.2,130,C,0,2,101
150,114.3,110,C,0,2,148
160,118.5,200,C,0,2,146
160,57.6,240,C,1,2,106
160,117.9,110,C,0,2,150
120,37.1,200,C,1,2,70
140,52.5,160,C,0,2,91
140,93.7,130,C,0,2,120
140,47.4,130,C,1,2,84
140,106.1,160,C,0,2,139
140,98.8,130,C,0,2,126
150,96.9,110,C,0,2,120
140,57.3,110,C,0,2,88
160,106.9,130,C,0,2,136
150,131.1,130,C,0,2,152
140,139.3,160,C,0,2,155
140,59.1,200,C,0,2,89
120,121.2,200,C,0,2,143
140,119.3,200,C,1,2,144
140,28.1,160,C,0,2,68
120,85.1,200,C,0,2,111
140,44.9,160,C,0,2,83
140,77.1,200,C,0,2,106
120,43.1,200,C,0,2,71
150,74.6,130,C,0,2,103
150,124.5,280,C,1,2,127
160,57.5,130,C,0,2,96
150,127.6,110,C,1,2,162
160,94.6,160,C,0,2,125
140,52.4,130,C,0,2,84
120,78.6,90,C,0,2,116
140,102.9,130,C,0,2,127
150,59.5,110,C,1,2,99
150,32.3,200,C,0,2,77
150,148.0,110,C,0,2,177
120,82.4,160,C,0,2,110
120,144.9,240,C,1,2,155
140,57.9,130,C,0,2,87
120,115.0,240,C,0,2,126
160,74.6,90,C,0,2,115
120,102.4,90,C,0,2,118
160,146.9,160,C,0,2,178
160,149.5,240,C,0,2,168
120,26.1,240,C,0,2,63
150,116.5,160,C,0,2,135
150,54.0,200,C,0,2,97
150,92.7,130,C,0,2,130
140,75.6,160,C,0,2,114
140,20.5,200,C,0,2,59
